doi,title,relevance,category,explanation
10.1109/ACCESS.2023.3248299,Impact of Electrical Engineering Didactic Videos During Emergency Remote Learning,NOT_RELEVANT,upper-computing,[Electrical Engineering Education]
10.1109/ACCESS.2024.3519423,AI-Analyst: An AI-Assisted SDLC Analysis Framework for Business Cost Optimization,NOT_RELEVANT,upper-computing,[SDLC Analysis]
10.1109/ICAIQSA64000.2024.10882426,Jarvis: AI-Enhanced Desktop Virtual Assistant,NOT_RELEVANT,upper-computing,Enhanced Virtual Assistant]
10.1109/Inforino60363.2024.10551980,Current Trends in the Global Information Technology Market in Engineering Education,NOT_RELEVANT,upper-computing,[Information Technology in Engineering Education]
10.1109/ACCESS.2024.3525061,Source Code Error Understanding Using BERT for Multi-Label Classification,NOT_RELEVANT,upper-computing,[Source Code Error Understanding]
10.1162/neco_a_01470,Research on Imbalanced Data Classification Based on Classroom-Like Generative Adversarial Networks,NOT_RELEVANT,upper-computing,[Imbalanced Data Classification]
10.1109/ACCESS.2024.3491856,Improving Text Emotion Detection Through Comprehensive Dataset Quality Analysis,NOT_RELEVANT,upper-computing,[Text Emotion Detection]
10.1109/WNYISPW63690.2024.10786604,AI Implications for Education and Educators,NOT_RELEVANT,upper-computing,[AI in Education]
10.1109/IC3I59117.2023.10397917,Unleashing the Power of Generative Artificial Intelligence: Exploring its Boundless Potential and Overcoming Challenges in Academic Environments,NOT_RELEVANT,upper-computing,[Generative AI in Academic Environments]
10.1109/BigData62323.2024.10825415,Enriching Skill Taxonomies through Vector Space Models,NOT_RELEVANT,upper-computing,[Skill Taxonomy Enrichment]
10.1109/TIV.2024.3436587,Hierarchical Generative Adversarial Imitation Learning With Mid-Level Input Generation for Autonomous Driving on Urban Environments,NOT_RELEVANT,upper-computing,[Autonomous Driving]
10.1109/ISET61814.2024.00022,Evaluating generative artificial intelligence in answering course-related open questions: A pilot study,RELEVANT,upper-computing,Related Question Answering]
10.1109/IISA59645.2023.10345880,Pre-made Empowering Artificial Intelligence and ChatGPT: The Growing Importance of Human AI-Experts,NOT_RELEVANT,upper-computing,[AI Expert Responsibility]
10.1109/SEEDA-CECNSM63478.2024.00026,Redefining the Concept of Literacy: a DigCompEdu extension for Critical Engagement with AI tools,NOT_RELEVANT,,[N/A]
10.1109/ISML60050.2024.11007383,Silent Conversations: A Deep Dive into using CNN and ChatGPT for deriving meaning from Language Gestures,NOT_RELEVANT,,[N/A]
10.1109/VISSOFT60811.2023.00014,Visualizing Source Code as Comics Using Generative AI,RELEVANT,upper-computing,[software visualization]
10.1109/ITQMTIS58985.2023.10346594,Application of Artificial Intelligence Technology in Teaching English Language to Engineering Bachelors,NOT_RELEVANT,,[N/A]
10.1109/AINIT61980.2024.10581765,Enhancing Sentence Representation with a Transfer Task Enhancement Auxiliary Network,NOT_RELEVANT,,[N/A]
10.1109/FIE61694.2024.10892948,Leveraging Large Language Models to Automatically Investigate Core Tasks Within Undergraduate Engineering Work-Integrated Learning Experiences,NOT_RELEVANT,,[N/A]
10.1109/VL/HCC60511.2024.00046,FlowPilot: A Generative AI-Driven Visual Language for Computational Thinking Education,RELEVANT,lower-computing,[computational thinking education]
10.1109/ICEAAI64185.2025.10957038,An Empirical Study on Large Language Models for Aerospace Question Answering,NOT_RELEVANT,,[N/A]
10.1109/CVPRW63382.2024.00644,AIGC Image Quality Assessment via Image-Prompt Correspondence,NOT_RELEVANT,,[N/A]
10.1109/ICAICCIT60255.2023.10465950,Comprehensive Study on ChatGPT Sentiment Analysis and Visualization,NOT_RELEVANT,,[N/A]
10.1109/CSCE60160.2023.00421,Assessment of ChatGPT's Proficiency in Software Development,RELEVANT,upper-computing,[software development]
10.1109/RE59067.2024.00051,Rethinking Legal Compliance Automation: Opportunities with Large Language Models,NOT_RELEVANT,,[N/A]
10.1109/IDICAIEI61867.2024.10842863,Interactive Coding Platform with Code Summarizer,RELEVANT,lower-computing,[introductory programming]
10.1109/ICITDA64560.2024.10810102,Automatic Multiple Choice Question Generation: A Systematic Literature Review,NOT_RELEVANT,,[N/A]
10.1109/ICHCI63580.2024.10808018,Research on WeChat Question and Answer Applet Based on “Big Language Model”,NOT_RELEVANT,,[N/A]
10.1109/TNNLS.2025.3530988,"Machine Unlearning: Taxonomy, Metrics, Applications, Challenges, and Prospects",NOT_RELEVANT,,[N/A]
10.1109/CSCI62032.2023.00293,Implementing AI in Physics Lessons in the High School,NOT_RELEVANT,,[N/A]
10.1109/SANER64311.2025.00009,Beyond pip Install: Evaluating LLM Agents for the Automated Installation of Python Projects,RELEVANT,upper-computing,[software engineering]
10.1109/ICDSCA63855.2024.10859640,3D X-ray Image Reconstruction Based on Collaborative Neural Radiance Field and Ensemble Learning,NOT_RELEVANT,,[N/A]
10.1109/InCIT63192.2024.10810553,Building Intelligent Academic Service Agents: FAQ Extraction and Chatbots With Large Language Models,NOT_RELEVANT,,[N/A]
10.1109/ICST62969.2025.10989036,Impact of Large Language Models of Code on Fault Localization,RELEVANT,upper-computing,[software engineering]
10.1109/TVCG.2025.3549574,X's Day: Personality-Driven Virtual Human Behavior Generation,NOT_RELEVANT,,[N/A]
10.1109/IRI62200.2024.00060,Applying Cluster Hypothesis to the Next Release Problem,NOT_RELEVANT,,[N/A]
10.1109/ACCESS.2025.3545419,The Summarization of Italian Tax-Law Decisions: The Case of the PRODIGIT Project,NOT_RELEVANT,,[N/A]
10.1109/ICSA-C65153.2025.00030,Automated Microservice Pattern Instance Detection Using Infrastructure-as-Code Artifacts and Large Language Models,RELEVANT,upper-computing,[software engineering]
10.1109/ICIMCIS63449.2024.10956736,Systematic Literature Review and Bibliometric Analysis on Ethical Policies for Generative Artificial Intelligence (GAI) in Higher Education Institutions (HEIs),NOT_RELEVANT,,[N/A]
10.1109/ICBDA61153.2024.10607286,Web3.0 Generative Art- A Co-Creation System in Environmental Sustainability Concept Form,NOT_RELEVANT,,[N/A]
10.1109/EDUNINE60625.2024.10500608,Generative Artificial Intelligence Impact on Education and Industry: An Ethical Dimension,NOT_RELEVANT,,[N/A]
10.1109/iCAST57874.2023.10359304,Using Large Language Models for Bug Localization and Fixing,RELEVANT,upper-computing,[algorithms]
10.1109/SCES61914.2024.10652301,Optimizing Drone Construction: Topology Optimization and Generative Design,NOT_RELEVANT,,[N/A]
10.1109/ACCESS.2024.3355547,A Comprehensive Survey: Evaluating the Efficiency of Artificial Intelligence and Machine Learning Techniques on Cyber Security Solutions,NOT_RELEVANT,,[N/A]
10.23919/JCC.fa.2023-0359.202310,AIGC scenario analysis and research on technology roadmap of Internet industry application,NOT_RELEVANT,,[N/A]
10.1109/CLEI60451.2023.10345786,The JavaScript Package Selection Task: A Comparative Experiment Using ChatGPT,NOT_RELEVANT,,[N/A]
10.1109/TFUZZ.2025.3566145,Progressively Generated Text-Assisted Image Aesthetic Quality Assessment,NOT_RELEVANT,,[N/A]
10.1109/TNNLS.2025.3569156,Training a Dynamic Growing Mixture Model for Lifelong Learning,NOT_RELEVANT,,[N/A]
10.1109/ICESC60852.2024.10689798,Understanding the Ethical Implications of Generative AI: A Multi-Disciplinary Perspective,NOT_RELEVANT,,[N/A]
10.1109/ACCESS.2025.3574779,"Generative AI Meets Virtual Reality: A Comprehensive Survey on Applications, Challenges, and Future Direction",NOT_RELEVANT,,[N/A]
10.1109/ICECT61618.2024.10581306,Beyond Agile: NLP-Driven Quality Attributes Retrieval Using ChatGPT in Software Development Strategies,RELEVANT,upper-computing,[software engineering]
10.1109/TCSS.2025.3565414,Differentiable Prior-Driven Data Augmentation for Sensor-Based Human Activity Recognition,NOT_RELEVANT,,[N/A]
10.1109/ICCIAA65327.2025.11013092,A Survey on Some Artificial Intelligence Learning Tools at the University of Petra,NOT_RELEVANT,,[N/A]
10.1109/EIECS59936.2023.10435553,Domain Knowledge Enhanced BERT for Chinese Named Entity Recognition,UNKNOWN,,No response found
10.1109/ITHET61869.2024.10837679,The Significance of GenAI Empowered ERP Systems Course Teaching in Quality Education,UNKNOWN,,No response found
10.1109/ICCA62237.2024.10928044,Fine-Tuning GPT-4o-Mini for Programming Questions Generation,UNKNOWN,,No response found
10.1109/IC3I59117.2023.10397753,Analyse and Evaluate Quixbugs with Open AI Codex and Powering Next Generation Application,UNKNOWN,,No response found
10.1109/RAAI64504.2024.10949557,Towards Responsible and Ethical AI Chatbot in Education: A Guideline for Developers,UNKNOWN,,No response found
10.1109/ICI2ST62251.2023.00014,A Topic Modeling Approach to Analyze Teaching Innovation Projects,UNKNOWN,,No response found
10.1049/icp.2025.0781,Advancements in deep learning: from theory to application using natural language processing,UNKNOWN,,No response found
10.1109/BigData62323.2024.10825682,Explainable Multi-Label Classification Framework for Behavioral Health Based on Domain Concepts,UNKNOWN,,No response found
10.1109/ICCUBEA61740.2024.10775064,Resume Parsing and Skill Extraction using Custom Pattern Matching algorithm and Gemini API,UNKNOWN,,No response found
10.1109/ICAICCIT64383.2024.10912174,Design based Retrieval Augmented Generation Oriented Education Chatbot: Edubot,UNKNOWN,,No response found
10.1109/CSEET62301.2024.10663002,A Method and Software to Create SCORM Units for Computer Science Courses,UNKNOWN,,No response found
10.1109/MILCOM58377.2023.10356369,Demoing the RFRL Gym: A Reinforcement Learning Testbed for Wireless Communications,UNKNOWN,,No response found
10.1002/9781394200801.ch16,Conversational AI,UNKNOWN,,No response found
10.1109/IV60283.2023.00032,Workload Evaluation to Create Data Visualization Using ChatGPT,UNKNOWN,,No response found
10.1109/ACCESS.2024.3449252,VSEST 29110 Tool: Using ChatGPT to Evaluate the Implementation of the ISO/IEC 29110 Work Products,UNKNOWN,,No response found
10.1109/FIE61694.2024.10893453,Enhancing Learning Objects Accessibility Through Speech-To-Text Based Architecture: A Comprehensive Triangulation Study,UNKNOWN,,No response found
10.1109/SACI58269.2023.10158670,How we can use text classification in the Back-Office environment of a bank as ‘business as usual’ solution,UNKNOWN,,No response found
10.1109/ICET62460.2024.10868958,A Narrative Review of Utilizing Generative Artificial Intelligence in Classroom Instructions,UNKNOWN,,No response found
10.1109/TCSS.2024.3442238,Multitask Asynchronous Metalearning for Few-Shot Anomalous Node Detection in Dynamic Networks,UNKNOWN,,No response found
10.1109/ICAIQSA64000.2024.10882421,Generative AI-Driven Chatbot for Personalized University Information and Assistance,UNKNOWN,,No response found
10.1109/ACCESS.2024.3446854,Toward Robust Evaluation: A Comprehensive Taxonomy of Datasets and Metrics for Open Domain Question Answering in the Era of Large Language Models,NOT_RELEVANT,,[N/A]
10.1109/SC41406.2024.00076,Revisiting Computation for Research: Practices and Trends,NOT_RELEVANT,,[N/A]
10.1109/ICIS57766.2023.10210230,Education Reform of Software Engineering in the Age of A.I: Keynote Address,RELEVANT,upper-computing,Software Engineering
10.1109/TEVC.2025.3568053,Toward Automated Algorithm Design: A Survey and Practical Guide to Meta-Black-Box-Optimization,NOT_RELEVANT,,[N/A]
10.1109/SIEDS58326.2023.10137767,Distinguishing Human-Written and ChatGPT-Generated Text Using Machine Learning,RELEVANT,lower-computing,"Computer Science (general, as it involves students in essay and programming assignments)"
10.1109/RMKMATE59243.2023.10369130,Enhancing Soft Skill Development with ChatGPT and VR: An Exploratory Study,NOT_RELEVANT,,[N/A]
10.1109/CSEET62301.2024.10663016,Automation of Test Skeletons Within Test-Driven Development Projects,RELEVANT,upper-computing,Driven Development)
10.1109/CAI54212.2023.00155,AI Digital Tool Product Lifecycle Governance Framework through Ethics and Compliance by Design†,NOT_RELEVANT,,[N/A]
10.1109/BIBM62325.2024.10822765,Research on the Emotional Impact of Restorative Environments Based on Facial Emotion Recognition Systems and Sora Model Virtual Reality Technology,NOT_RELEVANT,,[N/A]
10.23919/PICMET64035.2024.10653003,Training Practitioners for Real-time Product Development Using Generative Artificial Intelligence,RELEVANT,upper-computing,Engineering and Technology Management
10.1109/TKDE.2025.3567204,Towards DS-NER: Unveiling and Addressing Latent Noise in Distant Annotations,NOT_RELEVANT,,[N/A]
10.1109/FIE61694.2024.10893167,Values in Education: Exploration of Artificial Intelligence Ethics Syllabi Using Natural Language Processing Analyses,NOT_RELEVANT,,[N/A]
10.1109/ACCESS.2025.3577664,Enhancement of Virtual Assistants through MultiModal AI for Emotion Recognition,NOT_RELEVANT,,[N/A]
10.1109/PAEE63906.2024.10701449,Eye tracking as a tool for analysing human -AI image interactions,NOT_RELEVANT,,[N/A]
10.1109/ICOECA62351.2024.00045,Smart PDF Inquiry Hub: A Comprehensive Solution for Efficient PDF Document Querying and Information Extraction,NOT_RELEVANT,,[N/A]
10.1109/ICEET65156.2024.10913604,Development of a Chatbot to Support an University Institutional Website,NOT_RELEVANT,,[N/A]
10.1109/ICEICT57916.2023.10245872,No-Reference Image Quality Assessment Based on Active Reasoning Module,NOT_RELEVANT,,[N/A]
10.1109/EECCIS62037.2024.10840155,Comparison of Q&A Classification Using BiLSTM Based on Closed Domain Knowledge,RELEVANT,lower-computing,"Computer Science (general, as it involves chatbot development)"
10.1109/OJIA.2024.3399057,"Explainable AI for Industry 5.0: Vision, Architecture, and Potential Directions",NOT_RELEVANT,,[N/A]
10.1109/TLA.2022.9878171,Comparison of Reinforcement and Imitation Learning algorithms in autonomous sailboat Digital Twins,NOT_RELEVANT,,[N/A]
10.1109/ICCP60212.2023.10398656,Case study: using AI-assisted code generation in mobile teams,NOT_RELEVANT,upper-computing,[N/A]
10.1109/ACCESS.2024.3368915,Enhancing Bug Report Summaries Through Knowledge-Specific and Contrastive Learning Pre-Training,NOT_RELEVANT,upper-computing,[N/A]
10.1002/9781394280735.ch10,Machine Learning and Generative AI Techniques for Sentiment Analysis with Applications,NOT_RELEVANT,,[N/A]
10.1002/9781394280735.ch3,Generating Synthetic Medical Data Using GAI,NOT_RELEVANT,,[N/A]
10.1109/TCCN.2024.3510577,Exploring Active Inference for Efficient Resource Allocation in UAV-Enabled Cognitive NOMA Uplink,NOT_RELEVANT,,[N/A]
10.1109/EDUCON62633.2025.11016327,A Second-Generation Agentic Framework for Generative Ai-Driven Augmented Reality Educational Games,NOT_RELEVANT,,[N/A]
10.1109/TMC.2025.3560582,Efficient Multi-user Offloading of Personalized Diffusion Models: A DRL-Convex Hybrid Solution,NOT_RELEVANT,,[N/A]
10.1109/ACCESS.2024.3404349,Subjective Scoring Framework for VQA Models in Autonomous Driving,NOT_RELEVANT,,[N/A]
10.1109/ICISE-IE58127.2022.00011,Research on Image Processing and Generative Teaching in the Context of AIGC,NOT_RELEVANT,,[N/A]
10.1109/ACCESS.2024.3449396,"Designing a Haptic Boot for Space With Prompt Engineering: Process, Insights, and Implications",NOT_RELEVANT,,[N/A]
10.1109/ESCI63694.2025.10987974,Dynamic StarCraft: Multi-Agent Generative AI for Immersive Experiences,NOT_RELEVANT,,[N/A]
10.1109/ICDT61202.2024.10489028,AI-Enabled Semantic Web,NOT_RELEVANT,,[N/A]
10.1109/MS.2023.3300574,"Generative Artificial Intelligence Assistants in Software Development Education: A Vision for Integrating Generative Artificial Intelligence Into Educational Practice, Not Instinctively Defending Against It",RELEVANT,upper-computing,[software development education]
10.1109/TTS.2024.3413591,"Generative AI, Ingenuity, and Law",NOT_RELEVANT,,[N/A]
10.1109/CDICS61497.2023.00022,Evaluating the Acceptance of Enhanced Generative AI Services,NOT_RELEVANT,,[N/A]
10.1109/VRW66409.2025.00033,Preface to the First Workshop on GenAI-XR: Generative Artificial Intelligence meets Extended Reality,NOT_RELEVANT,,[N/A]
10.1109/MIPRO60963.2024.10569755,Reinventing Mobile-assisted Language Learning using Natural Language Processing,NOT_RELEVANT,,[N/A]
10.1109/CEC55065.2022.9870312,Multi-objective Grammar-guided Genetic Programming with Code Similarity Measurement for Program Synthesis,NOT_RELEVANT,upper-computing,[N/A]
10.1109/TCSVT.2025.3545908,ScanDTM: A Novel Dual-Temporal Modulation Scanpath Prediction Model for Omnidirectional Images,NOT_RELEVANT,,[N/A]
10.1109/CSCI62032.2023.00066,"Problem-Solving Using Logic and Reasoning, Mathematics, Algorithms, Python and Generative AI",RELEVANT,upper-computing,solving with Python and Generative AI]
10.1109/ICICT64420.2025.11004879,Enhanced Software Defect Prediction using Quantum Hamiltonian Generative Adversarial Network for Improved Software Performance Reliability,NOT_RELEVANT,upper-computing,[Software Engineering]
10.1109/MetroXRAINE62247.2024.10796462,Exploring Bias in Text-to-Image Models: From Body Representation of Teenage Students to Perspectives for the Aging Society,NOT_RELEVANT,,[not applicable]
10.1109/MS.2024.3469488,"Laws, Ethics, and Fairness in Software Engineering",NOT_RELEVANT,upper-computing,[Software Engineering]
10.1109/IPDPSW55747.2022.00197,EDAML 2022 Invited Speaker 4: Fault Criticality Assessment in AI Accelerators,NOT_RELEVANT,upper-computing,[AI Accelerators]
10.1109/TVCG.2024.3456388,HuBar: A Visual Analytics Tool to Explore Human Behavior Based on fNIRS in AR Guidance Systems,NOT_RELEVANT,,[not applicable]
10.1109/WACV61041.2025.00178,Crossroads of Continents: Automated Artifact Extraction for Cultural Adaptation with Large Multimodal Models,NOT_RELEVANT,,[not applicable]
10.1109/ICAET63349.2025.10932270,Unleashing the Potential of Ontology in Skill Extraction,NOT_RELEVANT,,[not applicable]
10.1109/ICT4DA62874.2024.10777249,Sinhala Java Development Aid with Machine Translation Integration,RELEVANT,lower-computing,[Introductory Programming]
10.1109/TIFS.2024.3518072,Efficient Generation of Targeted and Transferable Adversarial Examples for Vision-Language Models via Diffusion Models,NOT_RELEVANT,,[not applicable]
10.1109/EMR.2025.3530942,"Managing AI-First Products: Roles, Skills, Challenges, and Strategies of AI Product Managers",NOT_RELEVANT,upper-computing,[AI Product Management]
10.1109/CBMI62980.2024.10859219,A Quest Through Interconnected Datasets: Lessons From Highly-Cited ICASSP Papers,NOT_RELEVANT,,[not applicable]
10.1109/ICSC59802.2024.00033,ParsyBot: Chatbot for Baskent University Related FAQs,NOT_RELEVANT,,[not applicable]
10.1109/TSE.2024.3406718,Evaluating SZZ Implementations: An Empirical Study on the Linux Kernel,NOT_RELEVANT,upper-computing,[Software Engineering]
10.1109/WiSSCoN56857.2023.10133863,Extractive Summarization - A Comparison of Pre-Trained Language Models and Proposing a Hybrid Approach,NOT_RELEVANT,,[not applicable]
10.1109/BigDataService58306.2023.00012,Job Tailored Resume Content Generation,NOT_RELEVANT,,[not applicable]
10.1109/SCIoT62588.2024.10570106,Calibrated SVM for Probabilistic Classification of In-Vehicle Voices into Vehicle Commands via Voice-to-Text LLM Transformation,NOT_RELEVANT,,[not applicable]
10.1109/TNNLS.2024.3476671,"Diffusion Models, Image Super-Resolution, and Everything: A Survey",NOT_RELEVANT,,[not applicable]
10.1002/9781394279326.ch1,Introduction,NOT_RELEVANT,,[not applicable]
10.1002/9781394278695.ch7,Applications of AI in Cancer Detection &#x2014; A Review of the Specific Ways in which AI Is Being Used to Detect and Diagnose Various Types of Cancer,NOT_RELEVANT,,[not applicable]
10.1109/MITP.2024.3516058,"Generative Artificial Intelligence: Current Trends, Issues, and Challenges",NOT_RELEVANT,,[not applicable]
10.1109/ICSC64553.2025.10968966,Generative AI Meets IoT: A Bibliometric Mapping of Research and Development,NOT_RELEVANT,,[N/A]
10.1002/9781119909880.ch7,Technology Intelligence: Geothermal Energy,NOT_RELEVANT,,[N/A]
10.1002/9781394278695.ch5,Deep Learning for Disease Detection &#x2014; A Deep Dive into Deep Learning Techniques Such as Convolutional Neural Networks (CNNs) and Their Use in Disease Detection,NOT_RELEVANT,,[N/A]
10.1109/TAI.2025.3527921,Consistency-Heterogenity Balanced Fake News Detection via Cross-modal Matching,NOT_RELEVANT,,[N/A]
10.1109/EDUCON62633.2025.11016553,Creating Sustainable Solutions: An Inclusive Hackathon Leveraging GenAI in a Local Context,RELEVANT,,[N/A]
10.1002/9781394278695.ch2,"Explanation of Machine Learning Algorithms Used in Disease Detection, Such as Decision Trees and Neural Networks",NOT_RELEVANT,,[N/A]
10.1109/TNNLS.2023.3270027,Toward Explainable Affective Computing: A Review,NOT_RELEVANT,,[N/A]
10.1109/TCE.2025.3528966,DOGMH: A Diffusion and Optimization Approach for Generative Molecular Health Informatics in Consumer Electronics,NOT_RELEVANT,,[N/A]
10.1109/ENC56672.2022.9882932,Analysis of Audio Signals Using Deep Learning Algorithms Applied to COVID Diagnostic Systems,NOT_RELEVANT,,[N/A]
10.1109/MIPRO60963.2024.10569447,Learning Algorithms Concepts in a Virtual Reality Escape Room,RELEVANT,upper-computing,algorithms
10.1002/9781394277599.ch4,Edge Computing with Operations Research Using IoT Devices in Healthcare,NOT_RELEVANT,,[N/A]
10.1109/ACCESS.2022.3216007,A Review of Neural Networks for Anomaly Detection,NOT_RELEVANT,,[N/A]
10.1109/ACCESS.2024.3365528,"Deep Learning Approaches for Image Captioning: Opportunities, Challenges and Future Potential",NOT_RELEVANT,,[N/A]
10.1109/ICST60714.2024.00024,Assessing Quality Metrics for Neural Reality Gap Input Mitigation in Autonomous Driving Testing,NOT_RELEVANT,,[N/A]
10.1109/ICAIIHI57871.2023.10489462,Data Augmentation with Generative Adversarial Networks for Deep Learning in Healthcare,NOT_RELEVANT,,[N/A]
10.1109/ACCESS.2024.3393842,MMGANGuard: A Robust Approach for Detecting Fake Images Generated by GANs Using Multi-Model Techniques,NOT_RELEVANT,,[N/A]
10.1109/TIFS.2023.3340615,Sizzler: Sequential Fuzzing in Ladder Diagrams for Vulnerability Detection and Discovery in Programmable Logic Controllers,NOT_RELEVANT,,[N/A]
10.1109/JBHI.2025.3578526,Deep-learning-based Partial Volume Correction in 99mTc-TRODAT-1 SPECT for Parkinson's Disease: A Preliminary Study on Clinical Translation,NOT_RELEVANT,,[N/A]
10.26599/BDMA.2024.9020047,Desensitized Financial Data Generation Based on Generative Adversarial Network and Differential Privacy,NOT_RELEVANT,,[N/A]
10.1109/CSNT60213.2024.10546023,Deep Learning Applications in Microscopy and Holography for near-field Signal Processing,NOT_RELEVANT,,[N/A]
10.1002/9781394196470.ch15,Leveraging Deep Learning Techniques for Securing the Internet of Things in the Age of Big Data,NOT_RELEVANT,,[N/A]
10.1109/SDS64317.2024.10883930,Analyzing Automatic Code Generation for Learning Models in Generative AI,RELEVANT,upper-computing,[automated code generation]
10.1109/JIOT.2025.3573756,EESyn-CTP: Edge-End Collaboration for Patient-Friendly CTP Image Synthesis,NOT_RELEVANT,,[N/A]
10.1109/TLA.2024.10789626,Illustrating Classic Brazilian Books using a Text-To-Image Diffusion Model,NOT_RELEVANT,,[N/A]
10.1109/TKDE.2022.3225329,BL-GAN: Semi-Supervised Bug Localization via Generative Adversarial Network,RELEVANT,upper-computing,[bug localization]
10.1109/ACCESS.2023.3326722,"Multisubject Analysis and Classification of Books and Book Collections, Based on a Subject Term Vocabulary and the Latent Dirichlet Allocation",NOT_RELEVANT,,[N/A]
10.1109/ICCCNT61001.2024.10725605,Evidences of AI powered Use Cases and Challenges in E-tailing from leading Indian E-tailers,NOT_RELEVANT,,[N/A]
10.1109/MGRS.2025.3560455,Text2Earth: Unlocking text-driven remote sensing image generation with a global-scale dataset and a foundation model,NOT_RELEVANT,,[N/A]
10.1109/ICCVW60793.2023.00060,Plant Root Occlusion Inpainting with Generative Adversarial Network,NOT_RELEVANT,,[N/A]
10.1109/TMM.2025.3565985,FrDiff: Framelet-based Conditional Diffusion Model for Multispectral and Panchromatic Image Fusion,NOT_RELEVANT,,[N/A]
10.1109/ICEDEG58167.2023.10122084,Keynote - AI for the Public Sector and the Case of Legal NLP,NOT_RELEVANT,,[N/A]
10.1109/ICCP60212.2023.10398616,Keynote Lecture: Human-centric Natural Language Processing for Social Good and Responsible Computing,NOT_RELEVANT,,[N/A]
10.1109/TE.2024.3382848,FIE-TOE Guest Editorial Grand Challenges in Engineering and Computing Education: Beyond the Pandemic,NOT_RELEVANT,,[N/A]
10.1109/MC.2024.3422548,Generative Artificial Intelligence and Problematic Student E-Mails,NOT_RELEVANT,,[N/A]
10.1109/MCAS.2024.3395580,6th IBM IEEE CAS/EDS AI Compute Symposium (AICS’23) [CASS Conference Highlights],NOT_RELEVANT,,[N/A]
10.1109/MC.2024.3382453,Practical Classroom Use of Generative Artificial Intelligence—A Case Study,NOT_RELEVANT,,[N/A]
10.1109/ICE/ITMC58018.2023.10332336,AI and Data in Engineering and Innovation: Towards a Sustainable Future?,NOT_RELEVANT,,[N/A]
10.1109/JPROC.2024.3364137,Choose Your Weapon: Survival Strategies for Depressed AI Academics [Point of View],NOT_RELEVANT,,[N/A]
10.1109/MIS.2023.3252919,"AI’s 10 to Watch, 2022",NOT_RELEVANT,,[N/A]
